Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_class,Supply_class,base_cost,demand_supply_factor,Peak_hour,S/D_surge_charge,Vehical_charge,Location_time_surge,loyalty_discount,New_cost
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,1.9090909090909092,Lower_demand,Higher_supply,171.5,0.9090909090909092,low peak,0.0,8.575000000000001,0.0,17.150000000000002,162.92499999999998
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,9.142857142857142,Higher_demand,Lower_supply,224.0,7.0,Peak hours,548.8,5.6000000000000005,6.72,11.200000000000001,773.92
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,2.3636363636363638,Higher_demand,Lower_supply,353.5,1.3636363636363638,low peak,168.7159090909091,17.675,0.0,35.35,504.54090909090905
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,1.7857142857142858,Lower_demand,Higher_supply,591.5,0.7857142857142858,low peak,0.0,14.787500000000001,0.0,29.575000000000003,576.7125
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342,1.1527777777777777,Lower_demand,Higher_supply,157.5,0.15277777777777768,low peak,0.0,7.875,0.0,1.575,163.8
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974,8.9,Higher_demand,Lower_supply,45.5,7.0,Peak hours,111.475,2.275,1.365,2.275,158.34
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242,2.7027027027027026,Higher_demand,Lower_supply,497.0,1.7027027027027026,low peak,296.1851351351351,12.425,0.0,24.85,780.7601351351351
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404,10.142857142857142,Higher_demand,Lower_supply,210.0,7.0,Peak hours,514.5,10.5,21.0,21.0,735.0
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335,3.6153846153846154,Higher_demand,Lower_supply,140.0,2.6153846153846154,Peak hours,128.15384615384616,7.0,7.0,1.4000000000000001,280.7538461538462
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905,2.260869565217391,Lower_demand,Higher_supply,469.0,1.2608695652173911,low peak,0.0,11.725000000000001,0.0,4.69,476.035
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818,1.8,Lower_demand,Higher_supply,360.5,0.8,low peak,0.0,9.012500000000001,0.0,18.025000000000002,351.4875
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271,1.4193548387096775,Lower_demand,Higher_supply,567.0,0.4193548387096775,low peak,0.0,14.175,0.0,5.67,575.505
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377,1.263157894736842,Lower_demand,Higher_supply,532.0,0.26315789473684204,low peak,0.0,26.6,0.0,26.6,532.0
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547,1.5142857142857142,Lower_demand,Higher_supply,308.0,0.5142857142857142,low peak,0.0,15.4,0.0,3.08,320.32
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692,2.5833333333333335,Higher_demand,Lower_supply,367.5,1.5833333333333335,low peak,203.65625,9.1875,0.0,36.75,543.59375
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184,1.6470588235294117,Lower_demand,Higher_supply,423.5,0.6470588235294117,low peak,0.0,10.5875,0.0,21.175,412.91249999999997
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663,1.3714285714285714,Lower_demand,Higher_supply,91.0,0.37142857142857144,low peak,0.0,2.275,0.0,9.1,84.17500000000001
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513,1.4090909090909092,Lower_demand,Higher_supply,630.0,0.40909090909090917,low peak,0.0,15.75,0.0,31.5,614.25
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698925,2.7222222222222223,Higher_demand,Lower_supply,217.0,1.7222222222222223,low peak,130.80277777777778,5.425000000000001,0.0,10.850000000000001,342.3777777777778
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.7736189685264,2.1818181818181817,Lower_demand,Higher_supply,462.0,1.1818181818181817,low peak,0.0,11.55,0.0,46.2,427.35
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053,5.636363636363637,Higher_demand,Lower_supply,248.5,4.636363636363637,Peak hours,403.2477272727273,12.425,12.425,24.85,651.7477272727272
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146762833217,2.6,Higher_demand,Lower_supply,133.0,1.6,low peak,74.47999999999999,6.65,0.0,1.33,212.79999999999998
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863724,1.1964285714285714,Lower_demand,Higher_supply,80.5,0.1964285714285714,low peak,0.0,4.025,0.0,8.05,76.47500000000001
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204,5.866666666666666,Higher_demand,Lower_supply,479.5,4.866666666666666,Peak hours,816.7483333333332,11.9875,47.95,4.795,1351.3908333333331
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308,1.8125,Lower_demand,Higher_supply,280.0,0.8125,low peak,0.0,14.0,0.0,14.0,280.0
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593,4.166666666666667,Higher_demand,Lower_supply,196.0,3.166666666666667,Peak hours,217.23333333333335,4.9,19.6,9.8,427.93333333333334
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754,2.2790697674418605,Lower_demand,Higher_supply,455.0,1.2790697674418605,low peak,0.0,11.375,0.0,45.5,420.875
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949,3.5,Higher_demand,Lower_supply,262.5,2.5,low peak,229.6875,6.5625,0.0,26.25,472.5
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404,4.142857142857143,Higher_demand,Lower_supply,332.5,3.1428571428571432,Peak hours,365.75000000000006,8.3125,9.975,33.25,683.2875
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.2019961536034,3.142857142857143,Higher_demand,Lower_supply,343.0,2.142857142857143,Peak hours,257.24999999999994,17.150000000000002,34.300000000000004,34.300000000000004,617.4
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605349,2.27027027027027,Lower_demand,Higher_supply,98.0,1.2702702702702702,low peak,0.0,2.45,0.0,0.98,99.47
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112724,6.5,Higher_demand,Lower_supply,66.5,5.5,Peak hours,128.0125,3.325,3.325,3.325,197.83749999999998
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184,1.9310344827586208,Lower_demand,Higher_supply,437.5,0.9310344827586208,low peak,0.0,10.9375,0.0,43.75,404.6875
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575,4.619047619047619,Higher_demand,Lower_supply,80.5,3.6190476190476186,Peak hours,101.96666666666664,4.025,2.415,0.805,188.10166666666663
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118,1.2127659574468086,Lower_demand,Higher_supply,105.0,0.2127659574468086,low peak,0.0,2.625,0.0,10.5,97.125
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182,3.4814814814814814,Higher_demand,Lower_supply,602.0,2.4814814814814814,Peak hours,522.8481481481481,30.1,30.1,30.1,1154.948148148148
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594,14.0,Higher_demand,Lower_supply,238.0,7.0,Peak hours,583.0999999999999,5.95,11.9,23.8,815.15
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187,3.6363636363636362,Higher_demand,Lower_supply,122.5,2.6363636363636362,low peak,113.03409090909089,6.125,0.0,6.125,235.53409090909088
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814,1.8055555555555556,Lower_demand,Higher_supply,304.5,0.8055555555555556,low peak,0.0,15.225000000000001,0.0,15.225000000000001,304.5
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602,1.5909090909090908,Lower_demand,Higher_supply,406.0,0.5909090909090908,low peak,0.0,20.3,0.0,20.3,406.0
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813,1.3333333333333333,Lower_demand,Higher_supply,500.5,0.33333333333333326,low peak,0.0,25.025000000000002,0.0,5.005,520.52
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635,1.3555555555555556,Lower_demand,Higher_supply,35.0,0.3555555555555556,low peak,0.0,0.875,0.0,1.75,34.125
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088,3.5714285714285716,Higher_demand,Lower_supply,381.5,2.5714285714285716,Peak hours,343.35,19.075,38.15,38.15,743.9250000000001
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247,3.92,Higher_demand,Lower_supply,210.0,2.92,Peak hours,214.62,5.25,10.5,10.5,429.87
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191,1.4594594594594594,Lower_demand,Higher_supply,56.0,0.45945945945945943,low peak,0.0,2.8000000000000003,0.0,0.56,58.239999999999995
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113,2.8461538461538463,Higher_demand,Lower_supply,122.5,1.8461538461538463,low peak,79.15384615384616,3.0625,0.0,1.225,203.49134615384617
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763,1.9024390243902438,Lower_demand,Higher_supply,77.0,0.9024390243902438,low peak,0.0,1.925,0.0,3.85,75.075
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005,4.0,Higher_demand,Lower_supply,511.0,3.0,Peak hours,536.55,12.775,15.33,51.1,1024.555
44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508995670627,1.375,Lower_demand,Higher_supply,588.0,0.375,low peak,0.0,29.400000000000002,0.0,29.400000000000002,588.0
25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546162756803,2.272727272727273,Lower_demand,Higher_supply,402.5,1.272727272727273,low peak,0.0,10.0625,0.0,20.125,392.4375
38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.13756861567325,2.923076923076923,Higher_demand,Lower_supply,98.0,1.923076923076923,Peak hours,65.96153846153845,4.9,9.8,9.8,168.86153846153846
85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576857599395,3.4,Higher_demand,Lower_supply,255.5,2.4,Peak hours,214.62,6.3875,25.55,12.775,489.2825
31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.565676162125197,2.3846153846153846,Higher_demand,Lower_supply,38.5,1.3846153846153846,low peak,18.657692307692304,0.9625,0.0,3.85,54.2701923076923
67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.46263762346956,11.166666666666666,Higher_demand,Lower_supply,108.5,7.0,Peak hours,265.825,5.425000000000001,3.255,1.085,381.92
77,11,Rural,Silver,70,3.82,Night,Premium,63,252.4930471020809,7.0,Higher_demand,Lower_supply,220.5,6.0,Peak hours,463.0499999999999,11.025,6.614999999999999,11.025,690.165
32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.51277441611944,2.909090909090909,Higher_demand,Lower_supply,112.0,1.9090909090909092,low peak,74.83636363636364,5.6000000000000005,0.0,5.6000000000000005,186.83636363636364
71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.801349985356,2.3666666666666667,Higher_demand,Lower_supply,546.0,1.3666666666666667,low peak,261.17,27.3,0.0,5.46,829.01
65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325514755008,1.7105263157894737,Lower_demand,Higher_supply,462.0,0.7105263157894737,low peak,0.0,23.1,0.0,4.62,480.48
64,29,Urban,Silver,66,3.79,Night,Premium,37,194.26239936468437,2.206896551724138,Lower_demand,Higher_supply,129.5,1.206896551724138,low peak,0.0,6.4750000000000005,0.0,6.4750000000000005,129.5
48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.2101259853132,1.263157894736842,Lower_demand,Higher_supply,304.5,0.26315789473684204,low peak,0.0,7.612500000000001,0.0,15.225000000000001,296.8875
76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102173163,1.8095238095238095,Lower_demand,Higher_supply,630.0,0.8095238095238095,low peak,0.0,15.75,0.0,63.0,582.75
76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919187631545,1.4339622641509433,Lower_demand,Higher_supply,626.5,0.4339622641509433,low peak,0.0,31.325000000000003,0.0,6.265000000000001,651.5600000000001
71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.15886076969636,5.071428571428571,Higher_demand,Lower_supply,266.0,4.071428571428571,Peak hours,379.04999999999995,6.65,13.3,13.3,651.6999999999999
76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499127744981,8.444444444444445,Higher_demand,Lower_supply,35.0,7.0,Peak hours,85.74999999999999,0.875,3.5,1.75,123.37499999999999
51,14,Rural,Gold,16,3.51,Night,Premium,30,180.88655372559683,3.642857142857143,Higher_demand,Lower_supply,105.0,2.642857142857143,low peak,97.125,5.25,0.0,10.5,196.875
88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971058809161,2.3157894736842106,Higher_demand,Lower_supply,584.5,1.3157894736842106,low peak,269.17763157894734,29.225,0.0,58.45,824.4526315789473
60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286327259,2.5,Higher_demand,Lower_supply,539.0,1.5,low peak,282.97499999999997,26.950000000000003,0.0,53.900000000000006,795.025
73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431447304,1.3272727272727274,Lower_demand,Higher_supply,182.0,0.3272727272727274,low peak,0.0,4.55,0.0,1.82,184.73000000000002
23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065021933,2.3,Lower_demand,Lower_supply,77.0,1.2999999999999998,low peak,0.0,1.925,0.0,3.85,75.075
74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975015087,2.740740740740741,Higher_demand,Lower_supply,388.5,1.740740740740741,low peak,236.69722222222222,19.425,0.0,19.425,625.1972222222222
49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198288772,8.166666666666666,Higher_demand,Lower_supply,518.0,7.0,Peak hours,1269.1,25.900000000000002,25.900000000000002,51.800000000000004,1787.1000000000001
31,8,Rural,Gold,7,3.57,Night,Economy,35,145.24203735141535,3.875,Higher_demand,Lower_supply,122.5,2.875,low peak,123.26562499999999,3.0625,0.0,12.25,236.578125
57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666138125,1.2391304347826086,Lower_demand,Higher_supply,196.0,0.23913043478260865,low peak,0.0,4.9,0.0,1.96,198.94
64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.22919256822726,3.3684210526315788,Higher_demand,Lower_supply,136.5,2.3684210526315788,Peak hours,113.15131578947367,3.4125,6.825,1.365,258.52381578947364
86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.446726848697,1.131578947368421,Lower_demand,Higher_supply,521.5,0.13157894736842102,low peak,0.0,13.037500000000001,0.0,5.215,529.3225
54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.28588237277447,1.9285714285714286,Lower_demand,Higher_supply,178.5,0.9285714285714286,low peak,0.0,8.925,0.0,1.7850000000000001,185.64000000000001
85,37,Rural,Gold,10,3.76,Night,Premium,61,309.08254473187293,2.2972972972972974,Lower_demand,Higher_supply,213.5,1.2972972972972974,low peak,0.0,10.675,0.0,21.35,202.82500000000002
58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609176991503,3.8666666666666667,Higher_demand,Lower_supply,42.0,2.8666666666666667,low peak,42.13999999999999,2.1,0.0,0.42,85.81999999999998
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337,3.5555555555555554,Higher_demand,Lower_supply,199.5,2.5555555555555554,low peak,178.44166666666663,9.975000000000001,0.0,19.950000000000003,367.96666666666664
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465,1.8709677419354838,Lower_demand,Higher_supply,297.5,0.8709677419354838,low peak,0.0,14.875,0.0,14.875,297.5
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215,1.711111111111111,Lower_demand,Higher_supply,528.5,0.711111111111111,low peak,0.0,13.2125,0.0,26.425,515.2875
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944,1.273972602739726,Lower_demand,Higher_supply,371.0,0.273972602739726,low peak,0.0,18.55,0.0,3.71,385.84000000000003
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936664,4.0,Higher_demand,Lower_supply,63.0,3.0,Peak hours,66.14999999999999,3.1500000000000004,1.89,0.63,133.55999999999997
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382,2.0,Lower_demand,Higher_supply,588.0,1.0,low peak,0.0,29.400000000000002,0.0,5.88,611.52
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001,1.75,Lower_demand,Higher_supply,455.0,0.75,low peak,0.0,11.375,0.0,4.55,461.825
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861,3.5,Higher_demand,Lower_supply,430.5,2.5,Peak hours,376.6875,10.762500000000001,12.915,43.050000000000004,787.815
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773,2.6363636363636362,Higher_demand,Lower_supply,500.5,1.6363636363636362,low peak,286.65,12.512500000000001,0.0,5.005,794.6575
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933853851045,1.627906976744186,Lower_demand,Higher_supply,199.5,0.627906976744186,low peak,0.0,4.987500000000001,0.0,19.950000000000003,184.53750000000002
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,4.066666666666666,Higher_demand,Lower_supply,112.0,3.0666666666666664,Peak hours,120.21333333333332,2.8000000000000003,11.200000000000001,11.200000000000001,235.01333333333332
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,1.9722222222222223,Lower_demand,Higher_supply,385.0,0.9722222222222223,low peak,0.0,9.625,0.0,19.25,375.375
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,2.4545454545454546,Higher_demand,Lower_supply,567.0,1.4545454545454546,low peak,288.6545454545454,28.35,0.0,5.67,878.3345454545455
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,1.359375,Lower_demand,Higher_supply,227.5,0.359375,low peak,0.0,11.375,0.0,11.375,227.5
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,1.3076923076923077,Lower_demand,Higher_supply,577.5,0.3076923076923077,low peak,0.0,28.875,0.0,5.775,600.6
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,1.4,Lower_demand,Higher_supply,493.5,0.3999999999999999,low peak,0.0,12.3375,0.0,4.9350000000000005,500.9025
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,1.456140350877193,Lower_demand,Higher_supply,602.0,0.45614035087719307,low peak,0.0,30.1,0.0,30.1,602.0
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,6.4,Higher_demand,Lower_supply,542.5,5.4,Peak hours,1025.325,27.125,27.125,54.25,1567.825
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,3.1363636363636362,Higher_demand,Lower_supply,259.0,2.1363636363636362,low peak,193.66136363636363,12.950000000000001,0.0,12.950000000000001,452.6613636363636
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,3.0833333333333335,Higher_demand,Lower_supply,497.0,2.0833333333333335,low peak,362.3958333333333,12.425,0.0,24.85,846.9708333333332
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,3.3214285714285716,Higher_demand,Lower_supply,133.0,2.3214285714285716,Peak hours,108.0625,3.325,13.3,6.65,251.0375
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,1.346938775510204,Lower_demand,Higher_supply,434.0,0.346938775510204,low peak,0.0,10.850000000000001,0.0,43.400000000000006,401.45000000000005
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,1.3055555555555556,Lower_demand,Higher_supply,360.5,0.3055555555555556,low peak,0.0,9.012500000000001,0.0,18.025000000000002,351.4875
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,2.3666666666666667,Higher_demand,Lower_supply,185.5,1.3666666666666667,low peak,88.73083333333334,9.275,0.0,1.855,281.6508333333333
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018201041,3.0526315789473686,Higher_demand,Lower_supply,269.5,2.0526315789473686,Peak hours,193.61447368421054,6.737500000000001,26.950000000000003,13.475000000000001,483.32697368421054
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,5.555555555555555,Higher_demand,Lower_supply,178.5,4.555555555555555,Peak hours,284.6083333333333,8.925,8.925,8.925,472.0333333333333
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,3.357142857142857,Higher_demand,Lower_supply,605.5,2.357142857142857,Peak hours,499.53749999999997,15.137500000000001,60.550000000000004,6.055,1174.6699999999998
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,8.166666666666666,Higher_demand,Lower_supply,241.5,7.0,Peak hours,591.675,12.075000000000001,7.245,12.075000000000001,840.42
